time,x,y
0.000000000000000,0.628025472164154,0.980052769184113
0.031305313110352,0.628025472164154,0.980052769184113
0.046871185302734,0.628025472164154,0.980052769184113
0.062482833862305,0.627013027667999,0.978683292865753
0.084697723388672,0.627013027667999,0.978683292865753
0.100305557250977,0.627013027667999,0.978683292865753
0.115922927856445,0.627013027667999,0.978683292865753
0.131570816040039,0.627048134803772,0.978999018669128
0.147134780883789,0.627048134803772,0.978999018669128
0.185033798217773,0.627212882041931,0.974032223224640
0.200656890869141,0.627212882041931,0.974032223224640
0.216230392456055,0.627212882041931,0.974032223224640
0.231903076171875,0.627212882041931,0.974032223224640
0.247467041015625,0.627212882041931,0.974032223224640
0.263156890869141,0.625160634517670,0.959641575813293
0.285354614257812,0.625160634517670,0.959641575813293
0.300947189331055,0.625160634517670,0.959641575813293
0.316556930541992,0.625160634517670,0.959641575813293
0.332214355468750,0.626402974128723,0.955427289009094
0.347805023193359,0.626402974128723,0.955427289009094
0.363487243652344,0.626402974128723,0.955427289009094
0.385641098022461,0.634104371070862,0.959689676761627
0.401321411132812,0.634104371070862,0.959689676761627
0.416883468627930,0.634104371070862,0.959689676761627
0.432569503784180,0.634104371070862,0.959689676761627
0.448194503784180,0.634104371070862,0.959689676761627
0.463760375976562,0.648637175559998,0.977678298950195
0.485910415649414,0.648637175559998,0.977678298950195
0.501602172851562,0.648637175559998,0.977678298950195
0.517202377319336,0.648637175559998,0.977678298950195
0.532850265502930,0.660446524620056,1.005566596984863
0.548473358154297,0.660446524620056,1.005566596984863
0.564039230346680,0.660446524620056,1.005566596984863
0.586193084716797,0.660446524620056,1.005566596984863
0.601879119873047,0.668284475803375,1.035603165626526
0.618928909301758,0.668284475803375,1.035603165626526
0.642999649047852,0.668284475803375,1.035603165626526
0.656419754028320,0.668284475803375,1.035603165626526
0.675369262695312,0.672104537487030,1.062436819076538
0.691019058227539,0.672104537487030,1.062436819076538
0.713850021362305,0.672104537487030,1.062436819076538
0.730525970458984,0.677258312702179,1.085228681564331
0.744979858398438,0.677258312702179,1.085228681564331
0.761709213256836,0.677258312702179,1.085228681564331
0.777172088623047,0.677258312702179,1.085228681564331
0.795814514160156,0.685003340244293,1.103770017623901
0.814483642578125,0.685003340244293,1.103770017623901
0.834182739257812,0.685003340244293,1.103770017623901
0.850931167602539,0.685003340244293,1.103770017623901
0.870740890502930,0.685003340244293,1.103770017623901
0.886407852172852,0.704313933849335,1.115221023559570
0.902013778686523,0.704313933849335,1.115221023559570
0.917655944824219,0.704313933849335,1.115221023559570
0.933324813842773,0.738302469253540,1.113276720046997
0.948886871337891,0.738302469253540,1.113276720046997
